"date","change","deposits","withdrawals"
2012-03-12,14618,27300,12682
2012-03-13,-593,11715,12309
2012-03-14,-4358,21818,26176
2012-03-15,55663,208246,152583
2012-03-16,6501,21885,15385
2012-03-19,20,13812,13792
2012-03-20,-8798,5041,13840
2012-03-21,-11633,13555,25188
2012-03-22,3787,118396,114609
2012-03-23,-4775,7769,12544
2012-03-26,1864,13151,11286
2012-03-27,-5762,5309,11071
2012-03-28,-13834,11851,25685
2012-03-29,-4422,106246,110668
2012-03-30,-20550,29832,50382
2012-04-02,36131,129958,93827
2012-04-03,-26175,9260,35436
2012-04-04,3338,17980,14641
2012-04-05,-8502,128873,137375
2012-04-06,-2100,8898,10998
2012-04-09,2602,12900,10297
2012-04-10,-2839,8603,11442
2012-04-11,-10411,13985,24396
2012-04-12,-11959,102808,114767
2012-04-13,2486,20354,17867
2012-04-16,39078,110554,71476
2012-04-17,38914,50605,11691
2012-04-18,-951,24049,25000
2012-04-19,-43540,111123,154664
2012-04-20,6245,17577,11332
2012-04-23,15791,28135,12344
2012-04-24,26776,39879,13103
2012-04-25,-5772,21748,27519
2012-04-26,-2079,103985,106064
2012-04-27,2621,16387,13766
2012-04-30,63486,144756,81271
2012-05-01,-34665,25266,59930
2012-05-02,4791,19734,14943
2012-05-03,-23633,129584,153217
2012-05-04,2070,12573,10502
2012-05-07,2722,14340,11617
2012-05-08,-4658,6413,11071
2012-05-09,-10445,11440,21885
2012-05-10,-599,102806,103406
2012-05-11,-5453,8016,13469
2012-05-14,4310,15620,11310
2012-05-15,3524,90017,86493
2012-05-16,-3550,17337,20887
2012-05-17,-8847,98093,106940
2012-05-18,-1328,8724,10052
2012-05-21,3479,12608,9129
2012-05-22,-3227,6715,9942
2012-05-23,-10746,10688,21434
2012-05-24,-8468,94894,103362
2012-05-25,-5692,8604,14297
2012-05-29,4107,16516,12410
2012-05-30,-2717,9311,12029
2012-05-31,44774,242541,197767
2012-06-01,-61261,18680,79941
2012-06-04,4751,14338,9588
2012-06-05,-6109,5098,11207
2012-06-07,-8312,96591,104903
2012-06-08,-3798,8881,12680
2012-06-11,2084,13522,11437
2012-06-12,-2605,6571,9177
2012-06-13,-5162,15075,20237
2012-06-14,2544,110526,107982
2012-06-15,79351,132787,53436
2012-06-18,12199,22521,10322
2012-06-19,9433,19953,10520
2012-06-20,104,21179,21075
2012-06-21,-6004,98789,104793
2012-06-22,-3583,10329,13912
2012-06-25,3517,13592,10075
2012-06-26,-6255,4739,10993
2012-06-27,-9633,11396,21028
2012-06-28,-5813,125644,131457
2012-06-29,-20691,25925,46616
2012-07-02,32996,127565,94569
2012-07-03,-26907,6536,33443
2012-07-05,-3815,100282,104097
2012-07-06,-5726,7565,13291
2012-07-09,-455,13411,13866
2012-07-10,-3106,6149,9255
2012-07-11,-9120,12008,21129
2012-07-12,-12652,92129,104781
2012-07-13,-2493,10367,12860
2012-07-16,12222,95051,82829
2012-07-17,-5310,4558,9868
2012-07-18,-8384,10680,19064
2012-07-19,-7850,91983,99833
2012-07-20,-4633,7749,12382
2012-07-23,2271,13580,11309
2012-07-24,-5800,5370,11170
2012-07-25,-4400,15372,19771
2012-07-26,-7490,117807,125297
2012-07-27,-1461,9881,11342
2012-07-30,3547,12971,9424
2012-07-31,57630,128336,70706
2012-08-01,-37802,23895,61696
2012-08-02,6310,104318,98008
2012-08-03,-25033,10855,35888
2012-08-06,1228,12848,11620
2012-08-07,-8006,4588,12593
2012-08-08,-1070,19270,20340
2012-08-09,4680,106022,101342
2012-08-10,-1623,7462,9085
2012-08-13,2443,12290,9847
2012-08-14,-2644,7364,10009
2012-08-15,-9062,112877,121939
2012-08-16,11102,112242,101140
2012-08-17,-6000,7289,13289
2012-08-20,2127,14174,12048
2012-08-21,-5714,4997,10711
2012-08-22,-7740,13868,21607
2012-08-23,14160,141548,127389
2012-08-24,-3463,6805,10268
2012-08-27,3801,13656,9855
2012-08-28,-5990,4998,10988
2012-08-29,2833,13191,10358
2012-08-30,8913,140538,131625
2012-08-31,-3814,124743,128556
2012-09-04,-764,25538,26302
2012-09-05,-2795,9384,12179
2012-09-06,24170,147013,122843
2012-09-07,-3230,7075,10305
2012-09-10,3589,13294,9705
2012-09-11,-4767,6179,10946
2012-09-12,-7841,13938,21778
2012-09-13,-4796,108116,112912
2012-09-14,29635,46515,16881
2012-09-17,10908,131827,120919
2012-09-18,5222,15445,10224
2012-09-19,-3775,17701,21476
2012-09-20,-2852,135594,138447
2012-09-21,215,11994,11778
2012-09-24,6622,18056,11434
2012-09-25,-4255,10136,14391
2012-09-26,-9741,13644,23385
2012-09-27,-4042,107029,111071
2012-09-28,23823,38389,14566
2012-10-01,11203,126454,115251
2012-10-02,-1668,7490,9158
2012-10-03,-21493,12062,33556
2012-10-04,-3510,105617,109127
2012-10-05,-2968,7399,10367
2012-10-09,2437,14175,11738
2012-10-10,-15995,8043,24038
2012-10-11,-2780,109766,112546
2012-10-12,-5396,8426,13821
2012-10-15,31455,89381,57927
2012-10-16,749,11412,10663
2012-10-17,-8880,12534,21413
2012-10-18,-3100,131861,134960
2012-10-19,-2211,9906,12117
2012-10-22,3461,14162,10701
2012-10-23,-2546,8347,10893
2012-10-24,-11357,10729,22086
2012-10-25,-5474,107050,112524
2012-10-26,-1814,10609,12422
2012-10-29,4216,15595,11379
2012-10-30,-6232,5218,11450
2012-10-31,56423,122065,65643
2012-11-01,-53238,102866,156104
2012-11-02,-21211,11377,32588
2012-11-05,1626,13162,11536
2012-11-06,-5518,5155,10673
2012-11-07,2345,12268,9923
2012-11-08,20722,131251,110529
2012-11-09,-5069,7634,12703
2012-11-13,991,14505,13514
2012-11-14,-13754,9587,23341
2012-11-15,-3485,236767,240252
2012-11-16,3393,13592,10198
2012-11-19,1539,12973,11434
2012-11-20,-4894,6937,11832
2012-11-21,-7773,14134,21907
2012-11-23,17874,130380,112506
2012-11-26,2521,13427,10906
2012-11-27,-9020,5789,14809
2012-11-28,-10911,10565,21476
2012-11-29,10504,107575,97071
2012-11-30,22340,123257,100917
2012-12-03,-24964,25390,50354
2012-12-04,-4861,6172,11033
2012-12-05,2310,12605,10296
2012-12-06,21981,131179,109198
2012-12-07,-3934,8312,12246
2012-12-10,2131,13987,11856
2012-12-11,-3597,7711,11308
2012-12-12,-6612,13824,20436
2012-12-13,-2413,134708,137120
2012-12-14,9819,42568,32749
2012-12-17,45339,132773,87434
2012-12-18,-3809,6423,10232
2012-12-19,-5319,15979,21298
2012-12-20,-25218,111381,136599
2012-12-21,2298,18835,16538
2012-12-24,11488,22434,10946
2012-12-26,-7907,8617,16524
2012-12-27,-930,115344,116274
2012-12-28,4017,18479,14463
2012-12-31,33955,144499,110545
2013-01-02,-8262,31675,39938
2013-01-03,-21668,114416,136085
2013-01-04,-676,14138,14814
2013-01-07,1757,14440,12683
2013-01-08,-6702,7035,13737
2013-01-09,-9830,10757,20587
2013-01-10,-4701,131290,135991
2013-01-11,1034,10630,9597
2013-01-14,6603,18424,11821
2013-01-15,26764,88151,61387
2013-01-16,139,21438,21298
2013-01-17,-7743,104688,112431
2013-01-18,-425,15006,15431
2013-01-22,9729,23288,13558
2013-01-23,2504,26888,24384
2013-01-24,-11456,102297,113752
2013-01-25,250,11061,10811
2013-01-28,5419,15834,10415
2013-01-29,-4223,6597,10820
